UNITID,EN2010,EN2011
398130,654,1277
398574,3653,1277
398574,3653,6991
399212,21656,6991
399212,21656,2837
399869,1122,2837
399869,1122,1566
399911,438,1566
399911,434,1878
399911,4,1878
400080,2870,3037
400080,2870,3031
400187,1188,6
400187,1188,837
400637,1170,837
400637,1170,118
401223,334,118
401223,145,733
401223,189,733
401250,185,1876
401250,185,1876
401339,555,1192
401339,555,1192
401481,185,9451
401481,185,9451
402563,604,38
402563,604,38
402615,1499,90
402615,1340,90
402615,159,91
402776,346,91
402776,346,134
402800,502,134
402800,502,415
402828,613,415
402828,613,137
403414,32,137
403414,32,178
403469,8931,178
403469,8931,5600
403478,2250,5600
403478,2250,3044
403487,17704,2282
403487,17704,762
404037,20,3095
404037,20,1954
404055,810,1141
404055,810,5911
404073,6252,5086
404073,6223,825
404073,29,2986
404082,8884,2461
404082,8864,525
404082,20,14395
404222,213,11652
404222,213,2743
404338,588,885
404338,223,885
404338,365,1398
404365,789,1398
404365,789,139
404374,706,139
404374,706,197
404383,1478,197
404383,1478,128
404426,6411,128
404426,6411,883
404499,2654,883
404499,2654,3021
404505,1639,3021
404505,1639,1217
404514,1996,1217
404514,1996,2174
404648,3060,2174
404648,3058,132
404648,2,132
404684,812,78
404684,812,78
404718,131,178
404718,131,178
404806,763,192
404806,763,192
404912,1884,74
404912,1884,74
404921,1484,267
404921,1484,267
404994,7528,987
404994,7528,987
405003,49,344
405003,49,344
405012,118,1341
405012,118,1341
405021,98,454
405021,98,454
405058,151,137
405058,151,137
405076,414,197
405076,414,197
405748,127,321
405748,127,321
405854,170,880
405854,170,876
405872,5442,4
405872,5442,1288
405979,3025,1288
405979,2235,387
405979,790,387
405988,3270,416
405988,1887,416
405988,1383,257
405997,6437,257
405997,5496,245
405997,941,245
406006,3138,360
406006,2569,360
406006,569,137
406015,14193,137
406015,11234,192
406015,2959,192
406024,667,365
406024,667,365
406033,1043,154
406033,1043,154
406051,93,158
406051,93,158
406060,106,1360
406060,106,1360
406149,104,508
406149,104,508
406194,1089,90
406194,1089,90
406200,2499,100
406200,2499,100
406219,1356,496
406219,1356,496
406264,1957,298
406264,1957,298
406325,171,116
406325,171,116
406361,103,3030
406361,103,3030
406413,208,223
406413,208,223
406422,136,543
406422,136,543
406486,92,162
406486,92,162
406495,215,255
406495,215,255
406547,860,88
406547,860,88
406556,33,814
406556,33,814
407054,318,3074
407054,318,3074
407063,1165,171
407063,1165,171
407090,406,204
407090,406,204
407142,139,108
407142,139,108
407151,156,139
407151,156,139
407179,352,432
407179,352,432
407285,988,1291
407285,988,1291
407319,1227,36
407319,1227,36
407328,313,5453
407328,313,5453
407355,497,333
407355,497,333
407391,250,624
407391,250,624
407407,197,1448
407407,197,1448
407425,320,217
407425,320,217
407434,160,156
407434,160,156
407452,180,515
407452,180,515
407461,269,153
407461,269,153
407470,86,17
407470,86,17
407489,201,329
407489,201,329
407504,1216,36951
407504,1216,36951
407513,434,134
407513,434,134
407522,76,174
407522,76,174
407568,85,266
407568,85,266
407577,432,542
407577,432,542
407595,262,1468
407595,262,1468
407601,33,5216
407601,33,4770
407629,2778,446
407629,2778,1367
407683,234,1367
407683,234,1519
407708,606,1519
407708,606,2265
407726,186,2265
407726,186,131
407735,277,131
407735,277,1337
407744,102,1337
407744,102,139
407832,772,139
407832,772,2151
408039,3276,2151
408039,3276,528
408057,164,528
408057,164,2627
408066,195,2627
408066,195,628
408163,117,628
408163,117,511
408312,118,511
408312,118,890
408385,418,890
408385,418,238
408394,1305,238
408394,1305,61
408437,36,61
408437,36,733
408844,5235,733
408844,5235,1073
408862,261,1073
408862,261,233
409032,644,233
409032,644,44
409069,1632,44
409069,1632,110
409120,240,110
409120,240,844
409166,162,844
409166,162,39
409193,769,39
409193,769,218
409209,151,218
409209,151,1878
409245,30,1878
409245,30,293
409254,353,293
409254,353,44
409315,36169,44
409315,36169,41
409333,140,41
409333,140,34
409537,125,34
409537,125,60869
409591,297,15427
409591,297,45442
409616,569,933
409616,569,933
409670,2018,382
409670,2018,382
409698,4811,1066
409698,4353,1066
409698,458,107
409829,1658,107
409829,1658,693
409838,1508,693
409838,1508,491
409874,1893,491
409874,1893,942
410034,230,942
410034,230,40
410070,1335,40
410070,1335,1080
410256,140,1080
410256,140,747
410283,2207,747
410283,2207,1686
410496,714,1686
410496,714,1138
410502,2011,1138
410502,2011,1646
410520,752,1646
410520,752,24
410539,583,24
410539,583,142
410788,905,142
410788,905,148
410797,300,148
410797,300,90
410964,60,90
410964,60,376
411055,512,376
411055,512,283
411374,1110,283
411374,1110,3869
411684,258,3843
411684,258,26
411754,44,50
411754,44,50
412003,107,4793
412003,107,4793
412173,719,210
412173,719,210
412535,38,916
412535,38,916
412544,221,290
412544,221,290
412599,1888,58
412599,1888,58
412650,352,1702
412650,352,1702
413176,31,948
413176,31,948
413185,56,862
413185,56,222
413343,42,640
413343,42,9302
413413,57466,8040
413413,13558,1262
413413,43908,2319
413617,903,2319
413617,903,716
413626,327,716
413626,327,800
413635,1160,800
413635,1160,219
413644,107,219
413644,107,645
413680,678,645
413680,678,3868
413778,544,3868
413778,544,265
413802,716,265
413802,716,186
413820,41,186
413820,41,209
413839,1345,209
413839,1345,276
413848,850,276
413848,850,61
413857,1883,61
413857,1883,1508
413866,1301,1508
413866,1301,1018
413884,1797,1018
413884,1797,719
413918,32,719
413918,32,110
413945,199,110
413945,199,361
413972,190,361
413972,190,3880
414036,379,2928
414036,379,952
414054,90,76
414054,90,76
414063,290,102
414063,290,102
414124,323,173
414124,323,173
414160,3550,188
414160,3542,188
414160,8,996
414452,63,996
414452,63,389
414461,4928,389
414461,4928,920
414489,173,920
414489,173,66
414531,1094,66
414531,1094,26
414540,398,26
414540,398,37
414559,49,37
414559,49,39
414568,2067,39
414568,2067,19
414586,969,19
414586,969,263
414595,687,263
414595,72,523
414595,615,523
414708,9281,12
414708,7910,12
414708,1371,342
414823,2283,342
414823,2283,94
414841,823,94
414841,823,77
414850,814,77
414850,814,196
414869,202,196
414869,202,404
414878,244,404
414878,232,532
414878,12,532
414911,3702,163
414911,3702,163
414939,229,182
414939,229,182
414966,194,46
414966,194,46
415039,205,82
415039,205,82
415057,206,147
415057,206,147
415729,72,38
415729,72,38
415774,1587,39
415774,1587,39
415987,993,26
415987,993,26
416458,804,28
416458,804,28
416670,143,203
416670,143,203
416801,214,153
416801,214,153
416962,3817,215
416962,2841,215
416962,976,9
416971,84,9
416971,84,102
416980,118,102
416980,118,153
417008,83,153
417008,83,139
417062,191,139
417062,191,179
417105,1480,179
417105,1480,731
417123,402,731
417123,402,35
417132,801,35
417132,801,104
417150,38,104
417150,38,13
417178,61,13
417178,61,200
417187,40,200
417187,40,61
417211,22,61
417211,22,116
417248,67,116
417248,67,97
417257,30,97
417257,30,280
417275,17,280
417275,17,63
417318,65,63
417318,65,98
417327,524,98
417327,524,181
417345,12,181
417345,12,166
417381,336,166
417381,336,530
417390,133,530
417390,133,120
417406,65,120
417406,65,1024
417442,194,902
417442,194,122
417503,400,1044
417503,400,1044
417549,526,57
417549,526,57
417567,197,224
417567,197,224
417576,147,660
417576,147,660
417600,37,73
417600,37,73
417628,111,371
417628,111,371
417637,173,112
417637,173,112
417646,36,214
417646,36,214
417655,40,611
417655,40,611
417673,61,714
417673,61,714
417682,28,565
417682,28,565
417716,144,881
417716,144,881
417725,159,461
417725,159,461
417734,260,514
417734,260,514
417752,101,330
417752,101,330
417789,217,54
417789,217,54
417804,197,134
417804,197,134
417831,142,225
417831,142,225
417840,541,46
417840,541,46
417868,35,465
417868,35,465
417886,113,81
417886,113,81
417901,12,41
417901,12,41
417910,200,206
417910,200,206
417947,40,61
417947,40,61
417983,121,519
417983,121,519
417992,109,115
417992,109,115
418001,154,152
418001,154,152
418010,70,76
418010,70,76
418029,144,85
418029,144,85
418038,156,63
418038,156,63
418056,192,570
418056,192,570
418065,552,61
418065,552,61
418083,107,570
418083,107,570
418126,1113,138
418126,1023,138
418126,90,140
418162,1377,140
418162,1377,1356
418171,61,1356
418171,61,253
418199,179,253
418199,179,646
418205,1615,646
418205,1615,232
418223,75,232
418223,75,63
418250,365,63
418250,365,182
418269,152,182
418269,152,807
418278,268,807
418278,268,24
418287,609,24
418287,609,66
418296,777,66
418296,777,76
418302,596,76
418302,596,91
418320,876,91
418320,876,364
418339,342,364
418339,342,99
418348,683,99
418348,683,908
418357,302,908
418357,302,377
418384,45,377
418384,45,258
418409,132,258
418409,132,397
418427,218,397
418427,218,85
418445,46,85
418445,46,35
418454,522,35
418454,522,88
418481,58,88
418481,58,45
418506,43,45
418506,43,22
418515,202,22
418515,202,183
418524,73,183
418524,73,578
418533,544,578
418533,544,160
418542,102,160
418542,102,93
418560,210,93
418560,210,1690
418588,39,168
418588,39,1522
418603,76,26
418603,76,26
418612,44,5392
418612,44,4472
418658,333,920
418658,333,2817
418676,82,2817
418676,82,108
418700,547,108
418700,547,1354
418755,155,1354
418755,155,845
418764,161,845
418764,161,399
418773,1589,399
418773,1589,301
418782,320,301
418782,320,1415
418870,878,1375
418870,878,40
418889,241,392
418889,241,392
418913,90,1713
418913,90,1431
418968,285,282
418968,285,615
419022,846,615
419022,846,593
419031,27,593
419031,27,184
419095,60,184
419095,60,217
419147,66,217
419147,66,444
419156,149,444
419156,149,104
419183,332,104
419183,332,15413
419217,121,15112
419217,121,301
419226,960,1461
419226,960,1461
419235,378,81
419235,378,71
419244,328,10
419244,328,1296
419253,499,1296
419253,499,22
419262,84,22
419262,84,606
419271,42,606
419271,42,20855
419280,61,20855
419280,61,1176
419314,37,1176
419314,37,4470
419332,18,4470
419332,18,2239
419341,138,2239
419341,138,395
419411,537,395
419411,537,480
419420,102,480
419420,102,2665
419439,67,2665
419439,67,2288
419457,1657,2288
419457,139,1589
419457,1518,1589
419484,28,2079
419484,28,2079
419509,5155,360
419509,4309,360
419509,846,349
419572,227,349
419572,227,783
419633,87,783
419633,87,1081
419660,1304,312
419660,1304,769
419703,804,3112
419703,804,3112
419712,373,821
419712,373,821
419721,398,3119
419721,398,2665
420006,1756,454
420006,1709,3013
420006,47,2531
420024,214,482
420024,214,603
420042,1515,603
420042,1223,276
420042,292,276
420103,590,143
420103,590,143
420130,698,281
420130,698,281
420194,350,54
420194,350,54
420200,197,33
420200,197,33
420246,431,1482
420246,431,1482
420255,108,38
420255,108,38
420307,15455,85
420307,15207,85
420307,248,1041
420316,1658,1041
420316,1658,330
420325,76,330
420325,73,260
420325,3,260
420343,1410,359
420343,1410,359
420352,66,157
420352,66,157
420370,602,133
420370,602,133
420398,18118,308
420398,18118,308
420404,1358,751
420404,1358,751
420431,1776,1250
420431,1776,1250
420440,2082,59
420440,2082,59
420459,522,206
420459,522,206
420468,479,434
420468,479,434
420495,2538,406
420495,2538,406
420501,2575,2564
420501,2575,2564
420538,2096,778
420538,2096,778
420556,2011,430
420556,2011,430
420608,372,4162
420608,372,4162
420705,333,350
420705,333,350
420723,684,162
420723,684,162
420866,1081,19
420866,291,19
420866,790,20
420981,706,20
420981,706,1009
421009,3162,1009
421009,2676,468
421009,486,468
421018,3411,24928
421018,2896,17465
421018,515,7463
421513,642,2335
421513,642,2335
421540,256,332
421540,256,332
421559,155,89
421559,155,89
421586,155,912
421586,155,912
421610,50,330
421610,50,330
421665,29,312
421665,29,312
421708,1224,618
421708,1224,618
421717,38,575
421717,38,575
421771,74,1304
421771,74,1304
421832,559,346
421832,559,346
421841,331,332
421841,331,332
421878,329,50
421878,329,50
421896,390,496
421896,390,496
422020,120,35
422020,120,35
422190,149,136
422190,149,136
422695,293,257
422695,293,257
422835,359,2885
422835,359,2885
423120,1224,760
423120,1224,620
423397,96,140
423397,96,973
423412,116,155
423412,116,818
423476,349,1847
423476,349,1847
423582,426,276
423582,426,276
423643,2188,202
423643,11,202
423643,2177,216
423652,1011,216
423652,1011,2686
423670,336,2686
423670,336,1756
423980,3640,1756
423980,3640,115
424424,471,115
424424,471,165
425250,233,165
425250,233,249
425393,18,249
425393,18,175
425870,41,175
425870,41,959
425889,1309,959
425889,1309,1477
425986,453,1477
425986,453,589
426314,25496,589
426314,18587,1890
426314,6909,1529
427025,2022,361
427025,2022,1209
427308,261,1209
427308,261,1917
427335,83,1917
427335,83,452
427663,944,452
427663,944,397
427894,277,397
427894,277,1448
427919,329,1448
427919,329,7801
427973,326,5912
427973,326,1889
427982,303,250
427982,303,250
427991,1055,249
427991,1055,249
428000,277,1151
428000,277,1151
428019,334,361
428019,334,361
428037,46,1470
428037,46,1470
428055,440,99
428055,440,99
428073,31,387
428073,31,387
428125,102,799
428125,102,799
428143,234,532
428143,234,532
428170,3053,1271
428170,3053,1271
428259,685,861
428259,581,861
428259,104,407
428268,1012,407
428268,136,928
428268,876,928
428286,1763,118
428286,1763,118
428295,284,9
428295,284,9
428329,199,228
428329,199,228
428338,206,405
428338,206,405
428392,2546,324
428392,2546,324
428444,1720,26
428444,1720,26
429085,132,314
429085,132,314
429094,243,116
429094,243,9
429100,146,107
429100,146,344
429128,968,344
429128,968,516
429599,1953,509
429599,1953,7
430050,654,91
430050,654,91
430087,1258,64
430087,975,64
430087,283,107
430096,1220,107
430096,1220,894
430102,161,894
430102,136,128
430102,25,128
430148,1517,452
430148,1517,452
430157,431,211
430157,431,211
430166,424,112
430166,424,112
430175,1754,626
430175,1754,626
430184,8312,172
430184,6334,172
430184,1978,293
430218,275,293
430218,275,186
430227,309,186
430227,309,627
430245,796,627
430245,796,4021
430254,338,4021
430254,338,153
430263,1591,153
430263,1591,38
430306,91,38
430306,91,265
430342,403,265
430342,403,47
430351,892,47
430351,892,18
430360,620,1
430360,620,17
430379,1541,117
430379,1541,117
430388,1011,142
430388,1011,142
430403,553,77
430403,553,77
430421,1337,700
430421,1337,700
430485,129,488
430485,129,488
430500,6,22
430500,6,22
430564,266,110
430564,266,110
430582,333,1260
430582,333,1260
430591,351,35
430591,351,35
430670,272,38
430670,272,38
430704,95,494
430704,95,494
430795,273,67
430795,273,67
430810,460,67
430810,460,67
430847,90,1446
430847,90,1446
430883,67,336
430883,67,336
430908,89,121
430908,89,121
430935,750,136
430935,750,136
430971,118,100
430971,118,100
430980,511,233
430980,511,233
430999,268,225
430999,268,225
431017,111,2666
431017,111,2666
431026,1191,865
431026,1191,865
431071,195,1134
431071,195,943
431099,260,191
431099,260,2098
431105,160,1710
431105,160,388
431123,541,1581
431123,541,1347
431141,3849,234
431141,3849,270
431169,147,270
431169,147,860
431187,36,860
431187,36,313
431196,178,313
431196,178,346
431202,38,346
431202,38,907
431248,19,907
431248,19,241
431266,57,241
431266,57,2846
431275,122,2846
431275,122,212
431284,94,185
431284,94,27
431309,1051,1110
431309,1051,1110
431558,444,46
431558,444,46
431594,10,523
431594,10,523
431600,136,1694
431600,136,1694
431637,1082,640
431637,1082,640
431691,37,9
431691,37,9
431707,30,585
431707,30,585
431716,614,7
431716,614,7
431770,73,33950
431770,73,25494
431877,51,8456
431877,51,774
431886,1698,774
431886,1698,1742
431929,332,1742
431929,332,643
431956,114,643
431956,114,937
431965,136,937
431965,136,12958
431983,102,11248
431983,102,1710
432074,248,730
432074,248,730
432117,226,192
432117,226,192
432199,3532,1320
432199,2352,1320
432199,1180,1251
432214,1258,1251
432214,793,6320
432214,465,6320
432223,1088,18
432223,904,18
432223,184,1770
432232,2166,1770
432232,1768,918
432232,398,918
432241,1658,157
432241,1366,157
432241,292,84
432269,267,84
432269,267,1063
432302,1511,1063
432302,1511,2702
432348,338,2702
432348,338,74
432357,392,74
432357,392,76
432384,719,76
432384,719,46
432524,239,46
432524,239,92
432533,2936,92
432533,2936,692
433004,115,692
433004,113,75
433004,2,75
433013,1117,154
433013,1117,154
433040,32,160
433040,32,160
433068,540,84
433068,540,84
433101,2036,210
433101,2036,210
433138,677,1122
433138,677,1122
433165,5,615
433165,5,615
433174,722,1258
433174,722,1258
433217,7,817
433217,7,817
433387,19399,836
433387,14725,836
433387,4674,642
433420,747,642
433420,747,797
433466,1074,797
433466,1074,35498
433536,604,35498
433536,604,549
433563,1100,549
433563,1100,1888
433660,13055,1888
433660,11072,138
433660,1983,138
433970,804,557
433970,804,557
434016,217,590
434016,217,590
434034,1364,316
434034,1364,316
434052,1352,1482
434052,1352,1482
434061,6226,55
434061,6226,55
434122,18,3037
434122,18,2376
434140,1730,661
434140,1730,1817
434159,1128,1493
434159,1128,324
434274,150,1388
434274,150,1090
434283,78,298
434283,78,1019
434308,1171,862
434308,1171,157
434317,1436,1107
434317,1436,1002
434326,101,105
434326,101,1017
434344,23,929
434344,23,88
434362,64,992
434362,64,99
434371,145,893
434371,145,236
434380,79,236
434380,79,945
434414,394,945
434414,394,46
434432,69,46
434432,69,64
434441,147,64
434441,147,66
434469,181,66
434469,181,1292
434496,120,267
434496,120,1025
434502,167,47
434502,167,47
434520,1168,504
434520,1168,504
434539,636,1217
434539,636,1217
434548,1494,854
434548,1494,854
434557,813,173
434557,813,173
434566,1069,389
434566,1069,389
434575,739,108
434575,739,108
434584,679,3883
434584,679,3883
434672,33837,3280
434672,33837,3280
434690,547,1368
434690,547,332
434715,1727,1036
434715,1727,1427
434751,168,1427
434751,168,841
434812,202,841
434812,202,303
434821,521,303
434821,521,521
434830,303,521
434830,303,287
434900,1725,287
434900,1725,92
434937,63,92
434937,63,101
434946,2977,77
434946,2336,24
434946,641,300
434955,1864,300
434955,1514,205
434955,350,205
434964,1267,555
434964,1004,555
434964,263,935
434973,912,935
434973,782,354
434973,130,354
434982,1215,1356
434982,1098,1356
434982,117,3158
434991,1086,3158
434991,987,864
434991,99,864
435000,950,1725
435000,116,1725
435000,834,110
436003,281,110
436003,281,1446
436012,1082,1446
436012,1082,1435
436021,43,1435
436021,43,618
436067,64,618
436067,64,3115
436094,1197,2222
436094,210,893
436094,987,11729
436100,45,11729
436100,45,1100
436182,555,1100
436182,555,60
436191,1324,60
436191,1324,424
436225,1063,424
436225,1063,817
436261,142,720
436261,142,97
436270,344,777
436270,344,777
436289,109,325
436289,109,325
436304,2796,267
436304,2796,267
436429,1339,738
436429,1339,738
436438,1369,918
436438,306,918
436438,1063,280
436465,1301,280
436465,1301,232
436483,772,232
436483,772,238
436526,291,238
436526,291,169
436553,576,169
436553,576,317
436562,424,317
436562,424,5859
436599,94,5859
436599,94,14
436614,111,14
436614,91,510
436614,20,510
436632,218,1731
436632,218,1731
436641,214,810
436641,214,810
436650,600,809
436650,600,809
436702,390,569
436702,390,569
436775,296,1623
436775,296,1623
436784,1263,249
436784,1263,249
436818,3024,162
436818,3024,162
436827,851,738
436827,851,738
436836,1708,1423
436836,1708,1423
436854,86,196
436854,86,196
437042,1510,5409
437042,1510,5227
437051,1495,182
437051,1495,1683
437060,625,1683
437060,625,1399
437103,13542,1399
437103,13542,9387
437219,1241,9387
437219,1241,821
437237,63,821
437237,63,642
437316,388,642
437316,388,1043
437325,760,1043
437325,688,464
437325,72,464
437501,257,518
437501,257,518
437529,665,1012
437529,665,741
437556,1166,271
437556,1166,1120
437565,322,1078
437565,322,42
437583,264,2872
437583,264,1890
437608,119,982
437608,119,3914
437635,246,3914
437635,246,3109
437653,312,2842
437653,312,267
437662,5224,1211
437662,5224,1032
437705,20,179
437705,20,1309
437723,394,1202
437723,394,107
437732,955,218
437732,955,188
437750,687,30
437750,687,2240
437769,1000,2240
437769,1000,1659
437778,494,1659
437778,494,1421
437848,1991,1421
437848,1991,206
437857,263,206
437857,263,862
437884,110,862
437884,110,420
437927,922,420
437927,922,1519
437936,1666,1519
437936,1666,727
438036,193,727
438036,193,321
438151,1698,321
438151,1524,1894
438151,174,1816
438179,1367,78
438179,1367,934
438197,2081,934
438197,2081,216
438212,8320,216
438212,8320,184
438258,1002,184
438258,1002,698
438267,551,698
438267,551,811
438285,863,197
438285,863,614
438294,456,1241
438294,456,1241
438337,452,603
438337,452,603
438382,941,890
438382,610,890
438382,331,5638
438416,994,5638
438416,948,6118
438416,46,6118
438498,2570,4298
438498,1333,4298
438498,1237,1265
438504,3215,1190
438504,3215,75
438586,3197,1821
438586,2856,1821
438586,341,739
438601,1386,646
438601,1198,93
438601,188,97
438610,1263,97
438610,1167,69
438610,96,69
438629,236,171
438629,204,171
438629,32,340
438638,2815,340
438638,2815,141
438647,1887,141
438647,1887,153
438656,2158,153
438656,2158,743
438674,152,743
438674,152,169
438708,876,66
438708,876,103
438735,201,519
438735,201,519
438805,1738,290
438805,1738,290
438869,905,444
438869,905,444
438887,511,171
438887,511,171
438902,2580,513
438902,2503,513
438902,77,874
438966,896,874
438966,896,1398
438984,233,1398
438984,233,275
439020,205,275
439020,205,35
439039,777,35
439039,777,327
439057,740,327
439057,160,313
439057,580,313
439118,1393,49
439118,1393,49
439127,795,206
439127,795,206
439136,982,442
439136,982,442
439145,5431,85
439145,5431,85
439163,7743,614
439163,6230,308
439163,1513,306
439190,4079,51
439190,4079,51
439279,1096,1249
439279,1023,1249
439279,73,215
439288,1693,215
439288,1693,23
439297,774,23
439297,663,64
439297,111,64
439303,101,176
439303,101,81
439312,81,95
439312,81,826
439330,286,826
439330,133,156
439330,153,156
439367,567,950
439367,567,950
439394,126,98
439394,126,98
439400,131,104
439400,131,97
439437,779,7
439437,779,189
439446,123,189
439446,19,118
439446,104,118
439455,689,380
439455,689,380
439473,252,50
439473,252,50
439482,300,34
439482,300,34
439491,152,286
439491,152,122
439507,604,164
439507,604,139
439525,988,139
439525,988,136
439570,822,136
439570,822,56
439589,259,56
439589,259,138
439604,40,138
439604,40,880
439613,335,880
439613,335,68
439622,330,68
439622,330,708
439631,48,708
439631,48,308
439668,235,308
439668,235,927
439686,546,927
439686,546,889
439695,109,889
439695,109,1095
439701,656,1095
439701,339,1352
439701,317,1352
439729,61,109
439729,61,109
439738,937,35
439738,937,35
439747,182,195
439747,182,195
439756,29,9373
439756,29,9373
439774,60,741
439774,60,741
439783,189,794
439783,103,794
439783,86,1651
439792,779,1651
439792,779,5505
439817,143,5505
439817,143,844
439826,491,844
439826,491,567
439844,91,567
439844,91,3035
439862,95,3035
439862,95,1893
439871,249,1893
439871,249,374
439899,95,374
439899,95,171
439905,447,151
439905,447,20
439914,36,5778
439914,36,5778
439932,37,221
439932,37,22
439969,213,199
439969,87,400
439969,126,302
439978,144,98
439978,144,2005
439996,156,1614
439996,156,391
440004,59,4116
440004,59,3517
440031,170,599
440031,170,842
440059,556,783
440059,556,59
440077,74,871
440077,74,773
440086,252,98
440086,252,1904
440101,296,1904
440101,296,1830
440110,1042,1830
440110,1042,1298
440129,1255,1298
440129,1255,1642
440147,1287,1642
440147,1287,1748
440165,1720,1748
440165,1720,2284
440174,132,2284
440174,132,3669
440217,34,3669
440217,34,1306
440226,166,1306
440226,166,2074
440235,101,2074
440235,101,821
440244,8950,821
440244,8950,1215
440253,406,1215
440253,72,607
440253,334,607
440262,624,432
440262,624,432
440271,825,1272
440271,825,1272
440299,1706,71
440299,1706,71
440305,5290,391
440305,5290,391
440323,1092,90
440323,1092,90
440332,722,195
440332,722,195
440341,3063,941
440341,3063,786
440369,2593,155
440369,2593,492
440378,363,492
440378,363,402
440396,184,402
440396,164,1177
440396,20,1177
440402,3642,503
440402,3642,503
440411,188,607
440411,21,607
440411,167,969
440420,347,969
440420,260,759
440420,87,759
440439,1828,1529
440439,1416,1529
440439,412,924
440448,4285,924
440448,3599,296
440448,686,296
440457,977,2138
440457,917,2138
440457,60,1697
440466,853,1697
440466,739,1334
440466,114,1334
440484,2144,3514
440484,2144,3514
440536,2358,187
440536,1822,187
440536,536,2872
440545,1774,2872
440545,1314,345
440545,460,345
440590,2820,270
440590,2327,270
440590,493,439
440624,2553,439
440624,2553,204
440642,1330,204
440642,1330,1007
440651,1955,826
440651,1955,181
440721,959,75
440721,959,75
440730,1310,250
440730,1310,250
440749,662,509
440749,662,509
440758,377,1202
440758,377,1202
440767,1114,86
440767,1114,86
440776,70,118
440776,70,118
440794,346,215
440794,346,215
440800,83,3363
440800,83,3363
440819,177,53
440819,177,53
440828,883,42
440828,729,42
440828,154,15
440846,731,15
440846,731,1183
440855,402,1183
440855,402,1215
440873,1016,1215
440873,1016,351
440882,482,351
440882,482,436
440891,610,436
440891,610,151
440907,758,151
440907,758,880
440916,1006,880
440916,1006,579
440925,1723,579
440925,1723,599
440952,1140,599
440952,1140,422
440970,328,422
440970,328,411
440989,1988,67
440989,1988,344
441016,2151,288
441016,2151,288
441025,1581,376
441025,1581,376
441052,2058,541
441052,2058,541
441070,180,551
441070,180,408
441089,2164,143
441089,2164,140
441104,319,140
441104,319,1321
441131,284,1321
441131,284,1300
441168,191,1300
441168,191,53
441186,1068,53
441186,816,9
441186,252,9
441195,131,108
441195,131,108
441201,332,32
441201,332,32
441210,416,376
441210,416,376
441229,1010,218
441229,1010,218
441238,89,402
441238,89,402
441256,156,25
441256,156,25
441274,222,97
441274,222,97
441308,2509,362
441308,2509,362
441317,50,207
441317,50,207
441335,42,24
441335,42,24
441353,17,766
441353,17,766
441362,1292,32
441362,1292,32
441371,1352,4120
441371,1352,4120
441380,317,114
441380,317,114
441399,1012,734
441399,1012,734
441405,155,41
441405,155,41
441414,580,99
441414,580,99
441423,605,192
441423,605,192
441432,556,354
441432,556,354
441441,386,142
441441,386,142
441478,486,4415
441478,47,4415
441478,439,1374
441487,288,1374
441487,288,1446
441496,195,1446
441496,195,4229
441502,422,3963
441502,422,266
441511,249,1631
441511,144,1631
441511,105,1118
441548,161,1118
441548,161,2801
441575,995,2801
441575,995,365
441584,1326,365
441584,1326,1263
441593,66,1263
441593,66,881
441609,23,881
441609,23,1842
441618,101,1842
441618,101,67
441627,33,67
441627,33,1791
441636,317,1791
441636,317,1307
441645,234,1307
441645,234,1207
441663,269,1097
441663,269,110
441672,8,2587
441672,8,2173
441681,89,414
441681,89,1957
441690,336,1762
441690,336,195
441706,264,2341
441706,264,2159
441733,83,182
441733,83,1099
441742,1048,870
441742,1048,229
441751,34,133
441751,34,133
441760,4116,53
441760,4116,53
441779,107,938
441779,107,313
441788,609,625
441788,609,2379
441797,60,2379
441797,60,461
441830,81,461
441830,81,473
441858,388,473
441858,388,1349
441876,188,1349
441876,188,1275
441894,36,1275
441894,36,1250
441900,3885,1250
441900,3885,1075
441919,1847,1075
441919,1847,1245
441928,1722,1245
441928,1722,1172
441937,3968,1172
441937,3677,514
441937,291,514
441955,1586,145
441955,1586,145
441964,1065,548
441964,1065,548
441973,2747,316
441973,2747,316
441982,347,44
441982,347,44
442000,1240,1670
442000,1240,1670
442037,1143,766
442037,1143,766
442046,2024,599
442046,2024,599
442064,58,928
442064,58,928
442073,1731,49
442073,1731,49
442134,1259,15601
442134,1259,13761
442143,1199,1840
442143,1061,679
442143,138,679
442152,2359,1545
442152,1914,1545
442152,445,2562
442161,1810,2562
442161,1623,754
442161,187,754
442170,2005,65
442170,1827,65
442170,178,1143
442189,870,1143
442189,693,401
442189,177,401
442204,115,269
442204,115,269
442213,41,786
442213,41,786
442222,827,2313
442222,234,2313
442222,593,985
442231,1774,985
442231,1774,1699
442240,480,1699
442240,480,401
442295,378,401
442295,378,2402
442310,1874,2402
442310,1874,778
442329,1522,778
442329,1522,1082
442338,2128,1082
442338,2128,3442
442347,1248,3442
442347,1248,427
442356,1072,163
442356,1072,264
442365,1372,517
442365,891,517
442365,481,2494
442383,436,2494
442383,436,444
442392,137,444
442392,137,271
442408,566,214
442408,566,57
442426,213,1533
442426,213,1531
442435,54,2
442435,54,112
442444,1572,112
442444,1572,96
442462,910,96
442462,910,53
442499,858,53
442499,858,112
442505,1290,112
442505,1290,135
442514,19,135
442514,19,189
442523,52,189
442523,52,84
442541,119,84
442541,66,417
442541,53,190
442569,13567,227
442569,12205,48
442569,1362,48
442578,848,268
442578,848,13
442602,1832,255
442602,1832,235
442611,2741,235
