UNITID,F1A13_10,F1A18_10,F1B25_10,F1A13_11,F1A18_11,F1B25_11
202435,,,,,,
202453,,,,,,
202480,,,,,,
202514,,,,,,
202523,,,,,,
202541,,,,,,
202611,,,,,,
202639,,,,,,
202648,9838478,16886609,19838642,9405225,19236905,21104233
202657,,,3859603,,,3521953
202684,,,,,,
202736,,,,,,
202763,,,,,,
202806,,,,,,
202888,,,,,,
202903,,,,,,
202912,,,,,,
202949,,,7731630,,,7346303
202985,,,742034,,,1058307
203030,,,2542507,,,2786763
203049,,,,,,
203067,,,,,,
203076,,,,,,
203085,,,,,,
203128,,,,,,
203146,,,,,,
203155,14941003,47762935,65630958,12918605,48005366,68124842
203164,,,,,,
203225,,,,,,
203234,,,,,,
203289,,,,,,
203313,,,,,,
203331,2316370,14462784,14710029,2277397,14970937,16597824
203368,,,,,,
203386,,,,,,
203438,,,,,,
203447,,,14850380,,,16246130
203456,,,7449683,,,8209760
203465,,,32595805,,,36704332
203474,,,17545667,,,19821273
203483,,,19161329,,,19634513
203492,,,11648970,,,14008456
203517,408766000,588301000,523220665,436088000,680327000,572628555
203526,,,9972821,,,11352003
203535,,,,,,
203544,,,,,,
203580,,,,,,
203599,33943047,39111274,67674532,43259600,41646354,71930406
203614,,,3279152,,,3565053
203678,7887729,35985980,32934126,8372989,40001515,36940699
203720,,,,,,
203739,,,,,,
203748,25656253,139399461,109671506,26219213,144287142,118168782
203757,,,,,,
203775,,,,,,
203818,,,,,,
203845,,,,,,
203881,2893427,7140066,17960674,2246029,10288439,21364310
203942,,,1448988,,,1441980
203960,,,,,,
203997,,,,,,
204006,,,27914205,,,32023232
204015,,,23157816,,,22381197
204024,299868012,776158027,526676967,414522673,861678467,541492773
204060,,,,,,
204121,,,,,,
204158,,,5335847,,,5726879
204176,,,,,,
204185,,,,,,
204194,,,,,,
204200,,,,,,
204255,3537353,23756668,29800175,4521130,24965283,32386807
204264,,,,,,
204307,,,,,,
204316,,,,,,
204334,,,,,,
204422,4938328,20703774,25212883,5003880,21535956,28677867
204431,,,,,,
204440,4921105,23837612,29623962,5238803,25084675,34975773
204459,,,1502734,,,820988
204468,,,,,,
204477,8380038,79100865,54100667,25816447,93200141,62310509
204486,,,,,,
204501,,,,,,
204547,,,,,,
204592,,,,,,
204608,,,,,,
204617,,,,,,
204626,,,,,,
204635,,,,,,
204662,451070,27709146,11639298,457010,26495179,11585062
204671,1294922,11479351,15060205,1377890,11172328,15430320
204680,1465101,34187397,17567930,1523823,34844977,17335931
204699,1613090,39284801,19947482,1498700,41357586,20703350
204705,2282819,42268330,24831430,2528717,45107061,25952261
204714,,,,,,
204723,,,,,,
204741,,,,,,
204769,,,,,,
204778,,,,,,
204796,2353001121,4565701687,4647037720,3035323442,5091724819,4970895887
204802,,,7097941,,,6804935
204820,,,17796665,,,20183234
204839,,,16703801,,,17286669
204848,,,15561619,,,17348192
204857,289006480,629630303,569073682,279254002,737024823,629482152
204866,,,14608575,,,14709559
204884,,,,,,
204893,,,,,,
204909,,,,,,
204936,,,,,,
204945,47413227,107453141,138448704,42254913,106196602,132759935
204963,,,,,,
204981,,,1417996,,,1508045
204990,,,,,,
205027,,,,,,
205054,,,,,,
205090,,,,,,
205124,,,,,,
205142,,,,,,
205179,,,,,,
205203,,,,,,
205391,,,,,,
205443,27196975,88543289,60937242,26118368,91600359,66200024
205470,32669869,281073164,183822064,34799343,293256843,181385137
205513,,,,,,
205522,,,,,,
205531,,,,,,
205559,,,,,,
205568,,,,,,
205610,,,,,,
205647,,,,,,
205692,,,,,,
205708,,,,,,
205717,,,,,,
205726,,,,,,
205841,8701689,81447224,97974560,33490758,89284369,112655662
205887,,,,,,
205957,,,,,,
205966,7667145,22776622,33467604,7650196,24506192,34682627
206002,,,,,,
206011,3399162,28769541,23828377,2901335,32882100,25429084
206039,,,,,,
206048,,,,,,
206084,479522045,565343927,835591422,451482587,632766287,855196683
206093,,,,,,
206154,,,,,,
206172,,,1301532,,,1473149
206181,,,1518428,,,1650318
206215,,,,,,
206224,,,,,,
206279,,,,,,
206288,,,,,,
206321,,,2571168,,,2548472
206330,,,,,,
206349,,,,,,
206358,,,,,,
206394,,,,,,
206419,,,,,,
206428,,,,,,
206437,,,,,,
206446,3807359,18960531,20935808,3701582,19697512,21831134
206482,,,,,,
206491,,,,,,
206507,,,,,,
206516,,,,,,
206525,,,,,,
206589,,,,,,
206604,125015456,371506140,392537837,119715779,411534146,421127834
206613,,,9510611,,,12548135
206622,,,,,,
206631,,,,,,
206695,100859380,203356967,220383156,136199213,193503218,218119029
206783,,,,,,
206817,,,,,,
206835,,,,,,
206862,,,,,,
206880,,,,,,
206905,,,5338566,,,5029837
206914,36219153,64035473,64819370,36496283,64320782,68175372
206923,9099882,19936647,24756387,16211039,22108009,26209953
206932,,,,,,
206941,95108355,100015488,171634905,96259061,107632669,184366333
206969,,,,,,
206996,9311030,17280343,22450630,9703087,18920715,24462896
207041,31942025,54002622,71621357,31538656,58870219,72450980
207050,15048264,11372811,25711587,14955112,13325619,23009034
207069,21515500,7550790,16877171,21294072,7900760,18063876
207087,,,,,,
207102,,,,,,
207157,,,,,,
207166,,,,,,
207209,34812503,87003252,70419990,36533484,94346332,69872784
207236,13720877,18021379,24506982,10422872,26306536,21017385
207254,,,,,,
207263,72165999,159630696,109033510,71633185,162220514,112527157
207272,,,,,,
207281,17725277,22379757,49580308,18255929,24517724,54780499
207290,9678421,27291771,25086014,15718578,28744342,28940075
207306,10274579,23602745,29783124,11129325,24123200,29002353
207315,37263113,57221260,134686737,37971980,59939524,133222851
207324,,,,,,
207342,287879000,742050000,781059000,306632000,829790000,877835000
207351,15076994,14303437,21526754,14590822,13633961,22291732
207388,663483786,804236935,900446787,672375292,846867538,776528276
207397,12287338,37777583,43899420,12427482,41238767,45095299
207403,,,,,,
207449,38903629,64344559,84120536,52651287,67600167,88295965
207458,,,,,,
207500,976763000,738132000,805264000,1089788000,773258000,826281000
207537,,,,,,
207564,17470768,35046980,40127627,18535393,39589639,41916183
207582,,,,,,
207607,,,,,,
207625,,,,,,
207661,35177494,32559111,44216881,57286404,36131584,46765094
207670,19407673,39972680,57270745,17435088,45505746,59322076
207689,,,,,,
207704,,,,,,
207722,10583034,14115564,20755739,8492965,14667484,17461185
207740,22951742,2721116,18505252,23075009,4671963,18291926
207786,,,,,,
207847,39090860,23686586,55563341,38365764,25569009,56165197
207856,,,,,,
207865,25177015,54301695,68623139,39325579,55627644,71765462
207935,55742248,104529578,135074208,54989400,108733896,147111019
207962,,,,,,
207971,,,,,,
208017,,,,,,
208026,,,2278562,,,2634779
208035,5486738,17738721,15785130,5665079,19222102,18280128
208044,,,,,,
208053,,,6320987,,,8104083
208080,,,,,,
208123,,,,,,
208239,,,,,,
208248,,,,,,
208275,17866266,25551222,34730234,16968237,31921955,33208482
208318,67906882,61562315,58993991,69609955,68170611,64969341
208390,149860857,157087757,164499879,176379758,171219716,148281453
208406,97694582,36871576,84371733,94496049,37170547,74387813
208415,34795428,21716798,20032280,34281148,22904863,20134630
208433,,,,,,
208479,,,,,,
208488,,,,,,
208512,,,,,,
208637,,,,,,
208646,55237874,20382530,53838610,65345323,21395223,55257080
208655,,,,,,
208725,,,,,,
208822,,,,,,
208859,,,,,,
208965,,,,,,
209038,114111332,113721925,181371263,139630981,120564626,170122463
209056,,,,,,
209065,,,,,,
209074,55239432,43005395,86374583,53318509,44319559,77035388
209083,,,,,,
209108,,,,,,
209153,,,,,,
209205,,,,,,
209241,,,,,,
209250,85111000,35415000,112233000,91387000,32062000,123360000
209287,,,,,,
209296,,,,,,
209348,,,,,,
209409,,,,,,
209445,488987098,39297514,26889263,453414831,32615708,24611871
209490,1063141000,1695674000,1936178000,1086149000,1870088000,2044664000
209506,62228862,32306939,58212789,63142843,31364342,59607298
209533,,,,,,
209542,544759794,502896344,749060875,616052073,531067708,791822462
209551,735207397,533659014,759583103,817358522,625100034,777241684
209603,,,,,,
209612,,,,,,
209667,,,,,,
209676,,,,,,
209694,,,,,,
209700,,,,,,
209719,,,,,,
209746,460658649,254832190,341255164,443002405,280338515,399146270
209807,393221394,208588926,428343419,446983695,231283632,457769921
209825,,,,,,
209922,,,,,,
209940,46787135,24071612,66357952,45352606,26537791,64375905
209986,,,,,,
210076,,,,,,
210100,,,,,,
210146,67437447,38999642,83521635,69106360,41898798,85388612
210155,45179788,16704640,39254082,44226517,17992002,34526591
210234,20644651,8315216,42937576,20962213,13441817,37119583
210270,15246106,20304928,50837405,19997567,20795799,35356859
210304,,,,,,
210331,,,,,,
210340,,,,,,
210359,,,,,,
210368,,,,,,
210401,,,,,,
210429,100355119,37662866,93129131,110714349,39687326,96954710
210438,,,,,,
210456,,,,,,
210474,,,,,,
210483,,,,,,
210492,,,,,,
210508,,,,,,
210571,,,,,,
210599,,,,,,
210605,71931546,85693572,142716154,64046648,91234813,145891300
210669,,,,,,
210711,,,,,,
210739,,,,,,
210748,,,,,,
210775,,,,,,
210784,,,,,,
210809,,,,,,
210890,,,,,,
210906,,,,,,
210942,,,,,,
210951,,,,,,
210960,,,,,,
211006,,,,,,
211024,,,,,,
211079,36966250,7026255,31946168,34525214,7366932,33721143
211088,,,,,,
211130,,,,,,
211149,,,,,,
211158,162983351,56546651,157548478,166886221,65116734,166569651
211200,,,,,,
211273,,,,,,
211291,,,,,,
211307,65205172,53702258,93718851,67082898,59620446,91938227
211316,,,,,,
211334,,,,,,
211343,34583876,23763189,35625808,34168370,25089661,39033305
211352,,,,,,
211361,155921748,6164199,134942774,177700789,1821526,142595390
211370,,,,,,
211398,,,,,,
211431,,,,,,
211440,,,,,,
211468,,,,,,
211477,,,,,,
211556,,,,,,
211583,,,,,,
211608,50409182,-5309780,47131164,49118122,-5523092,47269855
211617,,,,,,
211635,,,,,,
211644,84414385,15390905,108835421,91856040,14852323,106443596
211750,,,,,,
211802,,,,,,
211820,,,,,,
211893,,,,,,
211909,,,,,,
211927,86294739,64979720,92098737,85196142,73701899,116253163
211981,,,,,,
212009,,,,,,
212018,,,,,,
212045,,,,,,
212054,,,,,,
212072,,,,,,
212090,,,,,,
212106,,,,,,
212115,129256952,35752232,119005512,132644288,36514383,119376147
212133,,,,,,
212160,118871825,12609659,108591876,126017743,13655263,121011285
212197,,,,,,
212212,,,,,,
212230,,,,,,
212267,,,,,,
212276,,,,,,
212285,,,,,,
212294,,,,,,
212300,,,,,,
212328,,,,,,
212337,,,,,,
212355,,,,,,
212373,,,,,,
212382,,,,,,
212391,,,,,,
212425,,,,,,
212434,,,,,,
212443,,,,,,
212568,,,,,,
212577,,,,,,
212601,,,,,,
212656,,,,,,
212674,,,,,,
212683,,,,,,
212708,,,,,,
212753,,,,,,
212771,,,,,,
212805,,,,,,
212832,,,,,,
212869,,,,,,
212878,114148171,114755035,182406182,109859845,120752324,191979551
212911,,,,,,
212975,,,,,,
212984,,,,,,
212993,,,,,,
213002,,,,,,
213011,,,,,,
213020,193435956,19608416,235261581,232036684,22993764,245385114
213057,,,,,,
213163,,,,,,
213181,,,,,,
213215,,,,,,
213233,,,,,,
213251,,,,,,
213303,,,,,,
213312,,,,,,
213321,,,,,,
213330,,,,,,
213349,247080146,97258458,170609397,243045694,105849815,176256975
213358,,,,,,
213367,,,,,,
213376,,,,,,
213385,,,,,,
213400,,,,,,
213446,,,,,,
213455,,,,,,
213473,,,,,,
213491,,,,,,
213507,,,,,,
213525,35389752,37653075,59741011,31751964,43428618,57419454
213534,,,,,,
213543,,,,,,
213552,,,,,,
213570,,,,,,
213589,,,,,,
213598,,,,,,
213613,71884767,45031953,88522910,73079944,46752273,89347659
213622,,,,,,
213631,,,,,,
213640,,,,,,
213659,21378802,49721974,70375238,24475381,61796714,84308208
213668,,,,,,
213686,,,,,,
213774,,,,,,
213783,66735699,10696961,64994366,67844816,12486992,65699234
213826,,,,,,
213914,,,,,,
213932,,,,,,
213987,,,,,,
213996,,,,,,
214023,,,,,,
214041,132615589,68159513,140750956,157158801,72989653,148936097
214069,,,,,,
214111,82484414,76596228,99328453,78942862,88680167,105841138
214148,,,,,,
214157,,,,,,
214166,,,,,,
214175,,,,,,
214254,,,,,,
214272,,,,,,
214290,,,,,,
214315,,,,,,
214379,38053756,58946985,91605078,107253721,66861050,94140856
214476,,,,,,
214528,,,,,,
214546,,,,,,
214564,,,,,,
214582,,,,,,
214591,,,,,,
214607,,,,,,
214616,,,,,,
214625,,,,,,
214634,,,,,,
214643,,,,,,
214652,,,,,,
214661,38886122,40946302,36371019,40303833,40113367,32725506
214670,,,,,,
214689,,,,,,
214698,,,,,,
214704,,,,,,
214713,,,,,,
214731,,,,,,
214740,,,,,,
214759,,,,,,
214768,,,,,,
214777,,,,,,
214786,,,,,,
214795,,,,,,
214801,,,,,,
214810,,,,,,
214829,,,,,,
214838,,,,,,
214883,,,,,,
214892,,,,,,
214944,,,,,,
214962,,,,,,
214971,,,,,,
215008,,,,,,
215026,,,,,,
215044,,,,,,
215053,,,,,,
215062,,,,,,
215099,,,,,,
215105,,,,,,
215114,,,,,,
215123,,,,,,
215132,,,,,,
215239,152722848,84377130,153362767,145292970,85903139,158387965
215266,,,,,,
215275,,,,,,
215284,,,,,,
215293,,,,,,
215309,,,,,,
215336,,,,,,
215381,,,,,,
215390,,,,,,
215415,,,,,,
215424,,,,,,
215433,,,,,,
215442,,,,,,
215479,,,,,,
215530,,,,,,
215585,28978405,42822082,46872389,26799737,43419319,49196206
215594,,,,,,
215619,,,,,,
215628,,,,,,
215637,,,,,,
215646,,,,,,
215655,,,,,,
215682,,,,,,
215691,,,,,,
215743,,,,,,
215770,,,,,,
215798,,,,,,
215813,,,,,,
215886,,,2174735,,,2412131
215929,,,,,,
215947,,,,,,
215965,,,,,,
215974,,,,,,
215983,,,,,,
215992,,,,,,
216010,122398213,67068716,129547032,137416056,72373301,135442214
216038,121040532,55938311,140834949,147937351,60479596,143003994
216047,,,,,,
216074,,,,,,
216083,,,,,,
216162,,,,,,
216223,,,,,,
216278,,,,,,
216287,,,,,,
216296,3928760,3093906,18362078,4923013,2945627,17851155
216311,,,,,,
216339,,,,,,
216348,,,,,,
216357,,,,,,
216366,,,,,,
216418,,,,,,
216427,,,,,,
216436,,,,,,
216445,,,,,,
216454,,,,,,
216463,,,,,,
216524,,,,,,
216542,,,,,,
216551,,,,,,
216579,,,,,,
216597,,,,,,
216630,,,,,,
216649,,,,,,
216667,,,,,,
216694,,,,,,
216746,,,,,,
216764,197245676,122901794,220076363,212106194,141353151,229634897
216773,,,,,,
216782,,,,,,
216807,,,,,,
216816,,,,,,
216825,28553379,23539589,62597606,26112341,26776935,60937062
216852,,,,,,
216931,,,,,,
216986,,,,,,
217013,,,,,,
217040,,,,,,
217059,,,,,,
217077,,,,,,
217086,,,,,,
217095,,,,,,
217156,,,,,,
217165,,,,,,
217235,,,,,,
217244,,,,,,
217305,,,,,,
217323,,,,,,
217350,,,,,,
217402,,,,,,
217420,68108141,66639199,129518100,63246829,77248365,136942911
217475,20998993,52833542,112684121,21019493,62851197,121901778
217484,347628597,339169676,458502534,336631010,382470531,485724142
217493,,,,,,
217518,,,,,,
217536,,,,,,
217545,,,,,,
217572,,,,,,
217581,,,,,,
217606,,,,,,
217615,3664034,30368748,23923143,3310498,30531194,22371102
217624,,,,,,
217633,,,,,,
217688,,,,,,
217712,5454880,24559406,23619536,6158368,25120159,23545647
217721,,,,,,
217749,,,,,,
217776,,,,,,
217794,,,,,,
217819,236560472,226799252,219035593,229283550,243961736,229259283
217828,,,,,,
217837,1252660,11108678,10314264,1144740,12180525,11342368
217864,67066377,110158876,95129615,61776551,115816224,95970906
217873,,,,,,
217882,228940322,852177648,736371500,291552665,969866616,765385215
217891,,,,,,
217907,,,,,,
217925,,,,,,
217934,,,,,,
217961,,,,,,
217989,1597205,9238038,14628782,2068316,8395055,20434120
217998,,,,,,
218025,26213657,37850855,50811016,25997243,41193138,57385890
218043,,,,,,
218061,18877152,74778772,58271227,19934787,75280226,57145217
218070,,,,,,
218089,,,,,,
218113,58996485,82543983,117057046,56600012,85322457,121268035
218140,7095371,69325798,58752719,7197999,79554668,64598392
218159,,,,,,
218195,,,,,,
218229,20545570,54825126,46297784,23202788,55876685,49238977
218238,,,,,,
218265,,,,,,
218335,318094651,518438681,617751707,327937691,582198246,649261706
218353,31563446,100980538,107372716,45467340,116598277,109190380
218399,,,,,,
218414,,,,,,
218441,,,,,,
218487,2588051,26193441,28773239,2117951,27011074,26834685
218520,4733031,38310268,46479319,4450112,40562099,45077698
218539,,,,,,
218645,45448787,48723191,43160462,44991510,50634089,45647230
218654,1593028,42571509,19112369,4070545,42681494,20039128
218663,469429193,893026940,820989069,501625714,987118043,861699015
218672,873970,15003250,13043120,885434,13785243,12630150
218681,468010,5215095,8543516,607369,5423533,9238852
218690,794308,11109390,11051899,715447,10366533,11137079
218706,230297,4063266,3973527,308214,4033912,4344368
218724,111073344,138823281,149245025,113873742,168294768,158329196
218733,95938750,64309712,127613906,93996413,68227015,128697259
218742,51570629,43663000,68613872,50014004,47627361,72511378
218751,,,,,,
218821,,,,,,
218830,14617104,39750716,56818778,13655405,43723540,54261796
218858,10515851,35583679,36694045,8504905,36679060,34754939
218867,,,,,,
218885,12591147,52150196,58583887,11947461,55727772,62917022
218894,23757044,104914529,122275918,22950797,114507441,128192785
218919,,,,,,
218955,1234387,4879217,7591205,1043448,5867745,7339596
218964,94804897,84120340,109937473,94778300,78401353,107056000
218973,,,,,,
218991,5750709,44147736,43468103,5857966,47414951,43516743
219000,,,,,,
219037,,,,,,
219046,25178668,45566631,46220283,23370648,68492737,70289511
219055,,,,,,
219082,14226010,15697604,34909559,14033620,20080719,36313794
219091,,,,,,
219125,,,,,,
219143,2507408,24411776,22090124,1882043,29894077,21764224
219170,,,,,,
219189,1300109,14366831,13477817,2794113,17357195,16394297
219198,,,,,,
219204,,,,,,
219213,,,,,,
219240,,,,,,
219259,15473483,26924331,36085162,15817513,30969226,41584387
219277,7726018,52554184,41390549,7764541,57856010,38170954
219295,,,,,,
219338,,,,,,
219347,35619904,51387237,85108008,31362318,59436111,74243448
219356,109461023,229771950,288512618,104964747,262838927,281595698
219374,,,,,,
219383,,,,,,
219392,,,,,,
219408,906317,11752612,7880559,1223020,11539985,4780847
219426,1958978,24654652,28319020,2137416,27570965,30945837
219453,,,,,,
219471,120989512,173524476,183662936,115587176,200145900,194716482
219480,1246772,14896589,15289258,1391890,4730852,15168062
219505,,,,,,
219578,,,,,,
219587,,,,,,
219596,,,2788102,,,3328003
219602,60750819,142802837,132271311,78587987,158178407,141142539
219639,,,,,,
219709,,,,,,
219718,,,,,,
219790,,,,,,
219806,,,,,,
219824,11295019,48733248,79886035,13308062,64749223,99631577
219833,,,,,,
219842,,,,,,
219879,5036267,11806162,27400399,5019320,14287017,29560727
219888,6161017,30612336,35835815,8048894,34057789,37358360
219903,,,,,,
219921,,,2377599,,,2152913
219949,,,,,,
219976,,,,,,
219994,,,7220626,,,7171297
220002,,,,,,
220057,3193148,30128256,31119354,3381986,30964876,31933405
220075,178472986,202233449,305270020,187785372,224593479,325745054
220118,,,,,,
220127,,,4799148,,,4951514
220136,,,,,,
220163,,,,,,
220181,,,,,,
220206,,,,,,
220215,,,,,,
220251,,,3360791,,,3241814
220279,,,3968325,,,3672243
220312,,,,,,
220321,,,4946555,,,4552714
220394,,,3596400,,,3622000
220400,11151660,18387970,34759530,13344549,23212989,39071102
220464,,,,,,
220473,,,,,,
220491,,,,,,
220516,,,,,,
220552,,,,,,
220570,,,,,,
220598,,,,,,
220604,,,,,,
220613,,,,,,
220631,,,,,,
220640,,,4579428,,,4880190
220701,,,,,,
220710,,,,,,
220756,,,3636533,,,2827163
220765,,,,,,
220792,,,,,,
220808,,,,,,
220853,,,9374138,,,10145812
220862,173365235,357710101,425445779,181350948,404064841,443511399
220871,,,,,,
220941,,,,,,
220978,224720216,241841710,365666307,249369618,297431341,393582297
220996,,,,,,
221014,,,,,,
221050,,,8350446,,,7945068
221096,6646325,39646076,28053770,7252193,45711035,32803081
221102,,,4334306,,,4507427
221148,,,,,,
221157,,,,,,
221184,12401943,68666042,76786622,12852734,80783707,61906013
221236,,,2972148,,,2860539
221254,,,,,,
221281,,,4165064,,,3941394
221290,,,,,,
221333,,,6515415,,,4686325
221351,,,,,,
221388,,,2732960,,,2530829
221397,9765689,46595057,49968751,12443911,51220650,53360062
221430,,,3846149,,,3313434
221485,17577181,124913537,110171608,20840048,134895038,109573406
221494,,,10975164,,,10692536
221519,,,,,,
221582,,,4571526,,,4543241
221591,,,5044607,,,4638402
221607,,,3445018,,,3518022
221616,,,7112551,,,6274010
221625,,,7102406,,,6316072
221634,,,2787399,,,2622742
221643,12624177,69068015,76856592,13520544,72388870,75470549
221661,,,,,,
221670,,,,,,
221731,,,,,,
221740,72820259,171006934,166950716,74408306,185618874,168834119
221759,830132644,2003844020,1632816130,870771089,2260135105,1806734434
221768,93820345,90552964,116482341,90443332,116182644,130828911
221795,,,,,,
221829,,,,,,
221838,69279412,181027115,182593541,73359676,193481479,185653458
221847,58188822,116125064,154186622,64963840,137592900,166397312
221856,,,,,,
221892,,,,,,
221908,7522580,53499678,40528432,7477702,57850232,46000233
221953,,,,,,
221971,,,,,,
221980,,,,,,
221999,,,,,,
222026,,,,,,
222053,12040132,51701240,51928443,13235031,57311357,57515852
222062,11214044,63128029,60530726,12331622,65775509,59328180
222099,,,,,,
222105,,,,,,
222178,,,,,,
222497,670106181,277330848,84244967,694260024,274082255,45820745
222567,23596125,20799348,38319135,23101185,20324608,40420679
222576,78749794,99197660,88883466,72220495,100738237,91650714
222628,,,,,,
222673,,,,,,
222682,,,,,,
222691,,,,,,
222707,,,,,,
222761,,,,,,
222822,30549938,32531088,35579199,30104900,34499208,38150379
222831,98651402,186213877,112083581,119739406,191618855,153338924
222877,,,,,,
222886,,,,,,
222938,,,,,,
222983,,,,,,
222992,366433123,97204483,276692286,438811103,92002807,284382400
223001,,,,,,
223056,,,,,,
223083,,,,,,
223117,,,,,,
223214,66152025,402862147,394037559,47576872,417177918,239443014
223223,,,,,,
223232,,,,,,
223320,10636425,13191207,32801412,12208255,14096832,30770062
223427,73067140,81401799,87141518,77556909,82823728,89614681
223463,,,,,,
223472,,,,,,
223506,45701157,35942913,32119219,72495866,33373956,37079617
223524,70848908,40255097,56364664,69294075,38534889,60938052
223658,,,,,,
223667,,,,,,
223773,59437645,36143822,38821835,56518676,37665181,39070167
223816,30410999,171757833,135846927,34480515,184244512,143052827
223852,,,,,,
223898,17878134,11162186,20636284,18416407,12088700,20919595
223922,8450259,14858349,9712949,7302767,16568221,11323413
224004,,,,,,
224013,,,,,,
224110,13517401,37101560,41756113,13679941,38186862,44673958
224147,54789988,192751068,198572914,42348705,253993647,221101062
224156,,,,,,
224183,,,,,,
224226,,,,,,
224244,,,,,,
224253,60193960,173649066,52134423,63004997,166478861,38628377
224271,,,,,,
224305,,,,,,
224323,,,,,,
224350,145368694,76830100,116919269,143653700,84425605,109015558
224402,,,,,,
224439,,,,,,
224527,,,,,,
224545,7214654,45506808,32503685,6276594,122372435,37750866
224554,59464278,157198399,158604322,50717118,175910756,146364509
224572,74708450,36487243,58464096,75047034,35413218,64489518
224615,83835866,27428898,73948706,83172955,24538968,74883934
224642,126396582,111512628,175032116,128592058,117150407,181793046
224660,,,,,,
224679,,,,,,
224712,,,,,,
224758,,,,,,
224776,,,,,,
224828,,,,,,
224891,6150892,13257759,10055691,4945180,13482506,10296193
224907,,,,,,
224961,5501164,23450003,24191818,5421460,25245508,23162076
225070,66073202,36535516,40392488,60166814,38769167,43699796
225201,,,,,,
225247,,,,,,
225308,5607063,41582275,43170315,6571480,41152798,48447547
225371,9392047,24397620,25215903,9974917,26573145,33520084
225399,,,,,,
225414,63058618,75876790,95408129,70078000,87192298,102669451
225423,715109661,267544695,386210627,727258177,282424690,412160533
225432,90026998,95492696,136754211,88910116,102750681,153036257
225502,61134421,25730351,43315153,57485069,24438909,47522442
225511,778157266,832798682,818972585,767556357,933064555,907048428
225520,29682149,33143569,34630803,28001928,35601284,38414931
225548,,,,,,
225575,,,,,,
225627,,,,,,
225751,,,,,,
225779,,,,,,
225788,,,,,,
225849,,,,,,
225858,,,,,,
225876,,,,,,
225885,,,,,,
225991,,,,,,
226019,12036721,62872234,52452531,11839688,67347213,52591052
226091,65187221,227847857,207761292,71252668,222703741,197788906
226107,5105706,38013106,24262883,5200017,38981691,23455707
226116,5329578,25478183,24433746,6023123,25521163,26538158
226125,,,,,,
226134,119134486,36410728,81754728,122861912,39550085,86423974
226152,20751340,179823210,101083342,16420705,191883523,106380265
226204,43631575,37909438,59127244,45694011,40606034,63453948
226231,,,,,,
226277,,,,,,
226329,,,,,,
226374,,,,,,
226383,,,,,,
226408,10714249,24679213,49712500,11862990,24958287,50020823
226471,,,,,,
226578,120320046,42528067,75758570,120304315,46701603,85864774
226587,,,,,,
226675,,,,,,
226772,,,,,,
226806,60125772,75868607,60267025,57158562,81660892,62817845
226833,125036888,89138120,88902229,120043333,88898440,88500892
226860,,,,,,
226879,,,,,,
226903,,,,,,
226930,62325277,27223741,44473281,61252630,30255210,46491596
227003,,,,,,
227058,,,,,,
227146,49686330,36436051,67042503,49262882,40163998,72060810
227155,,,,,,
227182,712814688,223686560,328331922,705962862,246086800,362725747
227191,76019585,63511224,56626140,73774838,65713106,57065948
227216,513038715,513293260,549131274,582260495,537044019,569500577
227225,23300305,11039414,25858311,30976259,13522043,27838379
227243,,,,,,
227289,,,,,,
227298,,,,,,
227304,29720791,30390244,43888163,98113754,33075410,45975844
227313,,,,,,
227322,,,,,,
227331,,,,,,
227368,71917808,291974085,278095165,79634620,311777954,276798693
227377,159544630,229398573,200485860,164591917,253375812,204151326
227386,11679421,18383028,19578118,11427883,21235995,21720193
227401,22786090,29145106,35898210,23150102,33805994,38643588
227429,,,,,,
227526,72546469,383244765,192033684,61558729,415952174,196784747
227687,1941419,3203527,6391763,2818274,3780205,8338369
227748,,,,,,
227757,,,,,,
227766,94762608,55553758,86261981,91498900,58318596,88952157
227836,,,,,,
227845,,,,,,
227854,,,81430574,,,89567610
227863,,,,,,
227881,88339236,428287313,274938258,105277091,457682954,284142011
227924,,,155103695,,,165525475
227979,308421330,198304118,192463534,375653532,204181920,203541419
228042,,,,,,
228088,,,,,,
228149,,,,,,
228158,9591522,48195377,64208030,10978824,52302758,65431728
228185,,,,,,
228194,,,,,,
228200,,,,,,
228219,,,,,,
228246,,,,,,
228282,,,,,,
228291,,,,,,
228316,16674530,16093189,40991011,18144847,17167478,42076802
228325,,,,,,
228343,,,,,,
228431,286063315,131921291,205180616,294100166,133645333,209615074
228459,190179562,914178843,520860667,205118072,1009779860,571708509
228468,,,,,,
228486,,,,,,
228501,12302634,82382308,56567416,9640417,82721212,61098266
228529,53287268,177670185,151920789,43856689,253199860,221251444
228547,99349951,870543286,357433940,84302928,923886954,381946489
228608,40865601,22094635,41435935,53535865,26078531,45821591
228635,275472320,3069081200,1961667783,310027545,3699341979,2403465611
228644,152971641,1210414394,796790480,160238678,1290614831,800055944
228653,313437585,1445950573,1711514446,371702098,1576696702,1695537043
228671,1183747,14659067,16686600,983487,14657149,7120777
228680,45532190,38528735,83579222,48497307,42901892,83669576
228699,4405903,33685645,28111520,7138123,25850490,27106137
228705,52430961,155174425,159044564,47354705,170569655,166402893
228714,16597914,106052858,104721692,16807698,107967382,54728460
228723,715080890,2318675406,2193709672,563348309,2874503673,2339580695
228732,5364695985,-590337177,449475565,5928302259,-1127639151,557837075
228769,125629734,801267113,459515221,144148622,911144679,555980322
228778,689585006,6258671820,2874206699,742687712,6806136030,2864185311
228787,105400594,904147506,482873027,131367875,1000412033,496324171
