UNITID,F1A13_10,F1A18_10,F1B25_10,F1A13_11,F1A18_11,F1B25_11
228796,99249694,733800737,502680014,115617688,784262557,427187600
228802,24478883,267345229,113481934,24465439,273078360,102891459
228866,,,,,,
228875,,,,,,
228884,,,,,,
228909,113133335,163038258,218764490,122746906,177423906,231117395
228981,,,,,,
229018,30617875,227431168,117841305,16464113,241548517,84064508
229027,162225366,924341797,502630258,170415083,980954145,582240114
229036,,,,,,
229063,181797302,146873857,222113186,217366585,139954869,210532520
229090,15606505651,16883858129,3393225294,17711952401,19347496764,4827225596
229115,564215622,910244754,752674758,547926517,1040449951,780256264
229151,,,,,,
229160,,,,,,
229179,151729088,328733933,191541316,148833545,355730744,202299016
229267,,,,,,
229300,174223290,1211392648,1087230724,177890906,1274371043,1036723639
229319,23922361,28603586,53381615,24106405,31197389,56318503
229328,14582221,14514037,28349248,13464555,16164327,27361141
229337,245241161,655010941,672817207,240982530,707610072,706034636
229355,102474919,72816748,79819078,90998801,82858041,86407875
229407,746647008,152844430,56902666,734867731,168549039,45705526
229416,,,,,,
229425,,,,,,
229504,13158027,15509338,22355312,19186997,16911626,23989075
229522,,,,,,
229540,24164980,37900255,43388221,23453139,37186687,49824705
229638,,,,,,
229780,,,,,,
229799,13883842,45727366,42353604,17624874,51739507,43797499
229814,72676260,163970586,142360260,67482165,206804088,154393498
229832,15595723,13560286,20043520,14309118,14699633,20659199
229841,16079559,43610058,42421478,16098177,46378659,44993466
229887,,,,,,
229957,,,,,,
230010,,,8414129,,,8723956
230038,,,,,,
230047,,,,,,
230056,,,,,,
230065,,,,,,
230092,5397150,64302148,34073583,3818559,66558891,33996922
230135,,,,,,
230144,,,,,,
230162,1564206,35120776,19733438,1701785,34882400,19374307
230171,10776804,112269800,78812292,16263184,115315341,82273043
230199,,,,,,
230205,,,,,,
230214,,,,,,
230223,,,,,,
230366,,,,,,
230384,,,,,,
230418,,,,,,
230472,,,,,,
230490,,,18033738,,,40150292
230597,4935871,110540522,56812042,24354946,110378607,41471269
230603,34175214,147135304,104666183,36369716,165743603,125637760
230621,,,,,,
230630,,,,,,
230676,1017985,32975000,36752137,819944,32209991,10089305
230728,221882507,720347202,485335959,218907772,771543069,569980884
230737,48663013,264340312,242402763,48002416,280189525,265873033
230746,36030433,256570464,189532223,36053738,259643507,202055396
230764,850175000,3131472000,2871535000,1003855000,3401900000,3052719000
230782,49711361,329928265,207442366,65808079,360371854,237522015
230807,,,,,,
230816,,,,,,
230825,,,,,,
230834,,,41511510,,,43833009
230852,,,,,,
230861,,,34642869,,,37470708
230889,,,,,,
230898,,,,,,
230913,,,32244997,,,31471122
230931,,,31273673,,,30118753
230940,,,,,,
230959,,,,,,
230977,,,,,,
230995,,,,,,
231004,,,,,,
231059,,,,,,
231068,,,,,,
231077,,,,,,
231086,,,,,,
231095,,,,,,
231147,,,,,,
231156,180102242,71232579,2263831,208183808,77032605,4117121
231165,,,38720138,,,40378497
231174,643435000,466028000,606166000,658082000,511607000,654735000
231280,,,,,,
231411,,,,,,
231420,,,,,,
231536,3895993,25936183,28185482,13844908,28851879,28962669
231554,,,,,,
231581,,,,,,
231624,249586164,429821460,323703667,257288821,474539805,331482140
231642,,,,,,
231651,,,,,,
231688,,,143454,,,224626
231697,4205495,15848673,21729634,3874969,17857275,25181583
231712,163709179,198758383,138740671,199916158,235558477,150189873
231721,,,,,,
231785,,,,,,
231828,,,,,,
231837,,,,,,
231873,1045772,7540054,9596709,1531491,9619890,12414858
231882,3738059,26405891,24808112,3901067,26356374,26716933
231970,,,,,,
232016,,,,,,
232025,,,,,,
232043,,,,,,
232052,811826,8813659,7987312,864412,8807158,8165910
232089,,,,,,
232186,705864973,509355641,659817474,767942949,530732684,672639668
232195,4926309,27800524,29891344,5863428,33331085,37657094
232256,,,,,,
232265,,,,,,
232308,,,,,,
232414,15990810,64487476,67109146,18723914,69305781,74376851
232423,308987466,562331954,410113858,309769317,610351402,445959192
232450,5667897,58484829,44072194,6013989,58844511,46531781
232502,,,,,,
232557,,,,,,
232566,94022642,167421096,118466047,76815020,187928918,125133499
232575,4987177,34565341,33375274,4855156,36168645,34919740
232593,,,,,,
232609,,,,,,
232618,,,,,,
232672,,,,,,
232681,61080682,134081994,96934379,104123336,150467186,109372754
232706,,,,,,
232724,,,,,,
232788,2020239,20905289,23077584,1857374,22317122,24029191
232797,,,,,,
232867,3387597,15774225,25690882,3877429,17309429,28552732
232885,,,,,,
232919,,,,,,
232937,73288856,126244135,146703202,72607200,154512714,162697889
232946,64024262,242170010,252598878,77152202,268822551,290357410
232982,351889338,323302103,355381396,334709222,355952145,395158366
233019,3279351,18445526,24415147,2718607,17375183,20587241
233037,1917286,10312435,11232595,2014738,10120057,12174367
233082,,,,,,
233091,,,,,,
233116,4733607,27126388,32013446,4203837,27817134,26153576
233277,48411593,208082132,168974812,33258104,229839450,176554345
233286,,,,,,
233295,,,,,,
233301,,,,,,
233310,3266676,9253980,16858751,4497787,16531039,25247037
233329,,,,,,
233338,3649367,26448838,29976859,3262829,29085597,19675450
233356,,,,,,
233374,,,,,,
233408,,,,,,
233426,,,,,,
233480,,,,,,
233499,,,,,,
233541,,,,,,
233611,,,,,,
233639,4233492,12046859,31604011,4838293,12251437,34069804
233648,3170113,28252747,27642994,3238210,28973252,26488781
233657,,,,,,
233666,,,,,,
233684,,,,,,
233718,,,,,,
233754,12826732,59054053,55994659,11178557,66454022,62576627
233772,85038812,187972465,193927900,112823967,231107403,209578481
233842,,,,,,
233897,51359873,131046821,69722345,50463193,163092237,72722407
233903,1953223,8139379,16125357,2130079,8773173,18887531
233912,,,,,,
233921,605351706,1048659342,1112486619,667399376,1176901586,1168783680
233949,5889537,25214671,37826056,6976596,32559199,47098762
234030,557927359,672535338,841889221,594583358,757881606,911306199
234076,1490896523,5226714331,2741970085,1704077039,6103990560,3108935233
234085,27899500,227760130,83289223,26893436,239355809,82045734
234119,,,,,,
234137,,,,,,
234155,90245783,130776266,131758039,82671766,159836044,158416216
234164,,,,,,
234173,,,,,,
234191,,,,,,
234207,,,,,,
234216,,,,,,
234225,,,569669,,,520180
234359,,,15489374,,,16622800
234377,3914846,18406589,24584003,4297409,17981895,23138696
234401,,,,,,
234492,,,,,,
234526,,,,,,
234650,,,,,,
234669,28207325,176798841,111460877,28998495,190147045,114553536
234687,,,,,,
234696,30638700,41491546,27311934,32785677,42150427,29745847
234711,6981525,35684001,28881419,6337988,37004983,30182157
234739,,,,,,
234784,,,,,,
234827,135826047,338340589,208197968,165938069,354687218,223407855
234845,3622065,61619486,32857257,5457584,61607625,35286356
234915,,,,,,
234924,,,,,,
234933,13776596,118781598,106290384,18639814,118985098,113933283
234951,20626220,65442331,56253837,22957023,65243445,51613796
234979,14644717,83133284,72028691,14733212,89678601,64832247
235024,,,,,,
235088,,,,,,
235097,63551233,297722781,188975047,63682721,309309275,200414210
235103,24792679,98039380,95048949,26570140,101233094,100787787
235149,31686100,121280924,83736254,35693834,119827226,79433466
235158,,,,,,
235167,33449730,190136969,100480040,33775176,193476109,102815963
235237,12550579,90626032,68974263,11510447,91590557,50844899
235307,,,,,,
235316,,,,,,
235334,3465042,49393098,30253590,2582459,48837606,28029285
235343,53953567,101126485,82608845,49551004,93483047,90176212
235352,,,,,,
235422,,,,,,
235431,19866983,64158423,75509623,18516534,67628177,70242749
235495,,,,,,
235501,,,,,,
235510,,,,,,
235529,,,,,,
235547,,,,,,
235583,,,,,,
235671,8980236,34449375,44250781,8686209,35037104,47501675
235699,3578355,56459387,47716365,5131258,71056897,53633291
235750,4986082,57823713,43651060,5960477,62373901,44102662
235769,,,,,,
235954,,,,,,
236018,,,,,,
236027,,,,,,
236072,32990399,32549311,58269958,31466765,19316573,56976342
236133,,,,,,
236188,9642265,110359730,75040513,10422551,113858285,67627394
236212,,,,,,
236230,,,,,,
236258,3725525,55794391,36968262,4318187,77307016,50706493
236328,,,,,,
236382,4663014,47524934,35562809,3517196,49377621,34403532
236452,,,,,,
236504,4396558,59345560,54257800,5121119,59289206,54706821
236513,17587748,89700111,94934134,18308936,78663046,95299475
236531,,,,,,
236577,,,,,,
236595,,,,,,
236610,21661596,49224052,61911175,21065435,49728920,67466540
236638,10968085,74858373,58407504,10169994,79902306,54956948
236656,10700112,118586518,74868007,7544277,121033887,59191265
236692,11968122,97701125,91158033,13631777,112557439,91921324
236708,13576321,78689034,112156071,14201469,94646566,104256302
236744,,,,,,
236753,13238069,80766125,64965324,12445868,82359559,67376569
236887,6756209,48536430,51402354,11016877,59359644,59799951
236896,,,,,,
236939,535262931,1549607910,884391032,584104636,1635161236,958083091
236948,1806645501,5193668773,3966533018,2284359506,5728365125,4359887054
236975,9393529,24035041,33725001,7611628,30264530,33586767
236993,,,,,,
237011,119831904,409788893,265337451,113342146,436913425,275415761
237039,5795655,70700295,39701838,5181313,73207661,44008168
237057,,,,,,
237066,,,,,,
237109,4378072,100725429,54871373,5167525,107535899,54255195
237118,,,,,,
237127,,,,,,
237136,,,,,,
237145,,,,,,
237154,,,,,,
237172,,,,,,
237181,,,,,,
237215,4246166,15721901,23199009,8128011,17036390,26714441
237242,,,1985547,,,2015061
237303,,,,,,
237312,,,,,,
237321,,,,,,
237330,14728780,45887238,43217363,15438920,46370949,42719125
237358,,,,,,
237367,77596771,61937745,68262574,78322804,62775957,73435170
237385,35468226,26121446,25272855,46675886,24471825,26785387
237419,,,,,,
237437,,,,,,
237473,,,5575229,,,5356783
237491,,,384828,,,404761
237507,,,,,,
237525,141479588,312580880,260882785,151123287,339183255,287229115
237543,,,,,,
237552,,,,,,
237561,,,2418475,,,2552069
237570,,,,,,
237598,,,,,,
237604,,,,,,
237613,,,,,,
237640,,,,,,
237686,9512480,16736441,29708219,10814566,17590444,32252334
237701,,,,,,
237729,,,1494484,,,1251039
237783,,,,,,
237792,60994866,81278295,60779722,62551832,80168690,62235301
237817,5831815,26278838,21639633,6439686,25691415,22575416
237844,,,2776434,,,2987935
237880,16141088,82695561,40811535,16449070,93103759,42688651
237899,16966520,21534459,55393673,20218339,17646971,54380579
237905,,,,,,
237932,22225749,34302303,36897060,23373444,34756903,40097090
237950,,,,,,
237969,,,,,,
237978,,,,,,
237987,,,,,,
237996,,,,,,
238005,,,,,,
238014,2863827,34108881,21918780,3555256,36660831,22749569
238032,620526969,742172953,889969297,648954964,765105309,954607770
238078,,,,,,
238096,,,,,,
238166,,,,,,
238175,,,,,,
238193,,,,,,
238263,93830067,89102825,219861253,156834324,94259098,233420310
238315,,,,,,
238324,,,,,,
238333,,,,,,
238397,21706705,25966193,42853806,25158151,22730674,42813569
238421,,,,,,
238430,,,,,,
238458,,,,,,
238476,,,,,,
238573,,,,,,
238616,,,,,,
238661,,,,,,
238722,75228253,53491926,131263540,75222021,58558204,153079706
238759,42064881,40656521,99429679,46516305,44263826,111219971
238786,,,,,,
238810,,,,,,
238892,,,,,,
238935,,,,,,
238980,,,,,,
239008,24130368,13584987,42492064,25178952,15698073,44607282
239017,,,,,,
239071,,,,,,
239080,,,,,,
239105,,,,,,
239132,,,,,,
239169,,,,,,
239220,28209672,13198771,39391420,31939465,14793381,42632812
239248,,,265513932,,,267096313
239309,,,,,,
239318,,,,,,
239372,33704069,43876322,63793309,33880072,47885237,64833659
239390,,,,,,
239424,,,,,,
239442,12793340,17271759,29471145,15661395,19245063,30751192
239460,31733373,49211421,60493255,34029491,53495970,63426736
239488,56527665,66813107,119609992,53485059,72190160,123185792
239503,,,,,,
239512,,,,,,
239628,,,,,,
239637,,,,,,
239716,,,,,,
239743,,,,,,
239877,,,,,,
239910,46028835,12774721,35336287,43406959,15718476,36895005
239929,,,,,,
239965,,,,,,
240055,10218912,46230104,109278927,8271135,51756972,121336933
240107,,,,,,
240116,26567544,46993064,69306786,31106768,47896986,73336349
240125,43104704,72350271,96461286,41088520,79940086,99474687
240170,61998750,30959266,67589678,70528662,32345079,70918987
240189,93087499,185695659,156009323,86811686,192908908,167804877
240198,21204180,26253162,59457559,24930787,27259351,58663693
240213,,,,,,
240240,,,,,,
240268,31564382,162909152,156356879,45629514,177225432,177935996
240277,19622544,127553649,83105433,17555334,131627809,93490635
240329,55843792,208592733,168529683,76762958,228314754,160581398
240338,,,,,,
240365,73825766,177648466,191977096,89491025,199881600,191486371
240374,59781495,91805174,86324687,59945249,102135408,87924717
240392,,,,,,
240417,53174667,156170580,141861470,69586241,166706328,161738790
240426,27921768,81448323,68510847,25541539,90680309,66157557
240435,17523039,99301470,90901204,11048951,148220887,83031537
240444,911233441,2755876968,2472729313,963296059,2968735259,2566490670
240453,99040411,495796570,510321057,93409901,516613195,528362957
240462,77047508,122835131,107499434,73520528,123584133,110961874
240471,41819971,114882396,97932543,44685610,122455574,105940360
240480,85077976,152914936,155970950,102432633,161357171,170601644
240505,42897115,51329768,52914524,72440057,62464398,64071831
240514,8487604,35202836,31425093,21911908,37420518,32459860
240596,3319719,17335799,17434551,4738006,19182764,20163148
240620,33099010,59954436,52737200,30494489,63110589,60211529
240657,13260478,32665810,30600548,13082224,35658318,32813201
240666,21742179,65090918,38907231,18946840,72958208,46090742
240693,12248111,76127269,32820158,9852940,81868153,35705343
240709,,,,,,
240718,,,,,,
240727,164132382,824567517,462242252,164614296,891158250,517680603
240736,6488792,5249029,19642024,9335207,10937710,28586352
240745,5312816,26578064,33853434,10194928,35158359,40821893
240754,26665792,88925179,90718140,28056350,93381543,97780121
240790,2966971,16583295,17183337,4775012,15663097,23626076
240879,,,,,,
240985,,,,,,
241100,,,,,,
241128,,,,,,
241146,,,,,,
241182,,,,,,
241191,,,,,,
241216,,,,,,
241225,,,,,,
241304,,,,,,
241331,,,,,,
241377,,,,,,
241386,,,,,,
241395,,,,,,
241410,,,,,,
241517,,,,,,
241614,,,,,,
241720,,,12381567,,,12820110
241739,,,,,,
241766,9913885,75995121,25008637,10586182,74507554,12139620
241793,,,,,,
241836,,,,,,
241906,,,,,,
241951,1437777,10396261,7189122,1352733,9835482,5769685
242042,,,4479319,,,4408808
242060,,,,,,
242112,,,,,,
242121,,,,,,
242130,,,,,,
242149,,,,,,
242316,,,,,,
242413,,,,,,
242422,,,,,,
242556,,,3921102,,,3631712
242565,,,3352379,,,3205009
242583,,,3082736,,,3429876
242617,,,,,,
242626,,,,,,
242635,,,,,,
242644,,,,,,
242653,,,,,,
242662,,,,,,
242671,,,,,,
242680,,,,,,
242699,,,,,,
242705,,,,,,
242723,,,,,,
242750,,,,,,
242820,,,,,,
242884,,,,,,
242945,,,,,,
242954,,,,,,
242972,,,,,,
242981,,,,,,
243072,,,,,,
243081,,,,,,
243106,5569786,3684957,35259842,5474334,6108706,38326068
243115,20547691,0,48643515,20254226,112275,50366137
243133,63184677,753300,54587213,53422123,3211392,63592272
243142,29218211,394068,37657136,25708786,670294,42714669
243151,52347172,0,51233142,48826180,1,54455310
243160,183113992,358962193,235787777,230024782,396713442,125476678
243179,41235101,0,68772410,36124596,659947,70886816
243188,27181140,2507009,21088166,22981447,1,18954779
243197,161982878,0,270754294,152007597,5460031,293032995
243203,193044325,919561,245321654,230777301,5825611,300240557
243212,17127916,872160,38548685,18571403,3411819,43533343
243221,261532519,0,312819896,238875826,3884012,322638587
243346,,,,,,
243407,,,,,,
243416,,,,,,
243443,,,,,,
243498,,,,,,
243568,,,,,,
243577,,,,,,
243586,,,,,,
243601,,,,,,
243638,4922740,22579329,25175515,4821718,22524111,21750999
243647,1449158,4397851,12784606,2219668,4273439,14018911
243665,55933975,72901838,89285107,58849651,65716709,81758652
243744,,,,,,
243780,1042745369,2827283691,1745212373,1018754276,3176929247,1878477883
243799,,,666724,,,589424
243823,,,,,,
243832,,,,,,
243841,,,,,,
244011,,,,,,
244154,,,,,,
244190,,,,,,
244233,,,,,,
244279,,,,,,
244437,98730632,91382010,166826230,95360067,86697218,163795649
244446,2638922,31861328,37910880,2776672,31588655,44375199
244491,,,,,,
244561,,,,,,
244613,,,,,,
245032,,,,,,
245069,,,,,,
245281,,,,,,
245290,,,,,,
245342,,,,,,
245421,,,,,,
245430,,,,,,
245625,1529865,14385695,12285651,1989679,15723943,14333242
245652,,,,,,
245731,,,,,,
245777,,,,,,
245838,,,,,,
245847,,,,,,
245865,,,,,,
245883,,,,,,
245892,,,,,,
245953,,,,,,
245962,,,,,,
245980,,,,,,
245999,,,52197419,,,56106697
246008,,,,,,
246017,,,17357002,,,17635924
246035,,,,,,
246071,,,1084240,,,1218000
246202,,,,,,
246266,,,,,,
246345,,,,,,
246354,,,55507221,,,58595728
246406,,,,,,
246415,,,,,,
246460,,,,,,
246594,,,,,,
246789,,,,,,
246813,2615457,36234944,49263180,2428791,41075381,41614026
246895,,,,,,
246974,,,,,,
247010,,,,,,
247047,,,,,,
247065,,,,,,
247083,3240841,-1097124,2488618,1882264,-1099130,3083923
247153,,,,,,
247162,,,,,,
247409,,,,,,
247603,3164669,38498594,32075024,3596611,35942146,30740526
247649,,,,,,
247700,,,,,,
247737,250632,5666994,62615821,239181,10267845,67315290
247773,,,,,,
247825,,,,,,
247834,75068056,369214446,157828444,74374554,392872804,160796168
